product_code,order_number,quantity
833538,2369,2
750353,2369,1
786037,2370,1
211203,2372,1
500166,2374,3
124730,2378,1
786475,2379,1
211203,2381,1
681292,2383,1
833708,2385,1
465775,2388,1
211203,2389,1
195434,2390,1
236672,2390,1
103264,2391,5
235418,2392,1
206752,2392,1
805101,2393,1
772036,2394,1
845911,2396,1
211203,2401,1
843163,2403,1
705503,2404,1
294845,2404,2
620368,2404,4
628889,2406,1
211203,2407,1
871562,2409,1
211203,2410,1
873692,2412,1
864434,2416,1
843152,2418,1
211203,2420,1
786037,2420,1
211203,2421,1
211203,2422,1
211203,2424,1
710087,2425,1
211203,2428,1
211203,2429,1
608859,2430,3
9861414,2430,1
9863968,2430,1
9867655,2430,1
9864520,2430,1
818059,2430,1
211203,2431,1
707395,2432,1
852666,2434,1
870343,2436,1
786036,2437,1
705503,2437,2
696059,2438,1
854681,2438,1
103556,2438,2
880624,2440,2
864434,2441,1
852176,2441,2
211203,2441,1
504670,2443,1
103555,2445,4
786037,2446,1
785143,2450,2
786475,2453,1
861096,2454,1
124715,2456,2
124715,2458,1
103550,2460,24
786137,2462,1
124715,2464,2
688585,2465,3
808906,2465,1
707876,2465,1
873773,2466,1
785143,2467,1
9863980,2469,1
211203,2469,1
529389,2471,1
614030,2471,1
877743,2471,1
725968,2472,1
9863980,2475,1
525548,2475,1
824671,2477,1
781236,2477,1
9863980,2479,1
504075,2479,1
699635,2481,1
609293,2483,1
789847,2485,1
700160,2487,1
211203,2488,1
843191,2490,1
523851,2491,1
211203,2494,1
699699,2496,2
431312,2496,2
788802,2496,1
880090,2496,2
522828,2496,1
591149,2497,1
710087,2499,1
525548,2500,1
9863980,2500,1
864674,2502,1
211203,2502,1
605090,2504,1
859281,2505,1
745150,2505,1
9864091,2507,1
808859,2507,1
859447,2509,1
211203,2509,1
855697,2511,1
842206,2511,1
381513,2513,1
809030,2514,3
843034,2516,2
211203,2516,1
783330,2520,1
790965,2522,4
736916,2524,2
220173,2526,2
785143,2528,5
211203,2529,1
878830,2531,1
211203,2533,1
774662,2535,4
804707,2536,1
9864018,2538,1
9860877,2538,1
9864053,2539,1
786037,2540,2
861096,2543,5
504769,2544,1
802176,2545,8
211203,2547,1
861096,2548,2
211203,2548,1
596271,2550,1
130535,2550,1
353709,2550,1
714122,2554,14
211203,2555,1
103264,2557,3
805102,2559,1
211203,2559,1
632903,2561,6
523677,2563,1
831027,2563,1
9860963,2564,1
211203,2565,1
211203,2567,1
426847,2568,1
211203,2568,1
264884,2570,1
599152,2576,1
615309,2577,1
215418,2577,1
211203,2578,1
798863,2581,1
557889,2581,6
615729,2581,6
195352,2581,6
378658,2581,6
378434,2581,12
703284,2582,1
792998,2583,1
757998,2585,1
139306,2585,1
211203,2586,1
9696215,2587,1
786036,2589,2
842490,2591,1
852869,2593,2
211203,2595,1
211203,2598,1
786037,2599,1
558500,2601,16
708169,2603,1
103264,2604,6
710386,2605,1
801613,2607,1
103263,2610,2
196478,2612,1
785158,2615,1
870345,2615,1
211203,2615,1
777988,2617,1
786037,2618,2
737120,2620,1
103263,2621,6
846696,2623,1
738765,2623,2
762894,2624,1
786037,2626,1
211203,2626,1
861398,2628,1
786475,2630,1
519453,2631,1
211203,2635,1
103264,2637,4
851998,2639,1
786037,2644,2
801521,2648,1
786037,2649,2
9529178,2650,1
847386,2652,1
542850,2654,1
542850,2655,1
211203,2656,1
9820157,2657,2
805103,2660,1
211203,2661,1
211203,2662,1
786037,2663,4
211203,2666,1
852869,2668,3
852869,2670,3
702309,2672,1
843163,2675,1
734341,2679,1
851844,2680,1
723021,2684,2
821802,2684,2
543030,2685,1
786475,2689,1
786475,2691,1
144445,2693,4
211203,2695,1
786037,2699,1
211203,2700,1
843169,2701,5
642881,2702,2
723021,2704,2
833632,2704,1
761797,2704,1
720146,2704,1
118765,2704,1
538469,2704,1
439327,2704,1
659561,2704,1
307367,2705,1
734341,2706,1
321822,2708,5
543030,2710,1
321822,2711,4
734341,2714,1
103556,2716,3
211203,2720,1
618159,2721,2
211203,2727,1
755295,2729,2
211203,2730,1
843160,2734,15
843157,2734,1
211203,2734,1
681731,2736,4
738767,2738,1
554525,2740,12
265965,2744,1
838555,2746,2
806473,2746,1
555873,2747,1
838555,2749,2
806473,2749,1
825768,2751,1
617991,2753,1
861096,2754,2
617991,2755,1
843495,2757,1
710386,2759,1
786475,2760,1
786475,2762,1
742618,2764,7
431312,2765,2
230089,2766,1
825768,2768,1
211203,2771,1
211203,2772,1
808859,2776,1
806634,2777,2
820552,2777,1
382258,2777,1
864396,2777,1
719939,2777,1
441214,2777,2
123064,2777,1
211203,2779,1
103267,2783,6
289017,2783,1
659301,2784,1
843152,2784,1
9464256,2785,1
787641,2787,2
852665,2789,1
211203,2790,1
358166,2792,1
711740,2794,1
802176,2795,3
852869,2797,1
488770,2800,2
439327,2800,3
789847,2801,1
265965,2801,1
211203,2802,1
864434,2804,1
496913,2805,1
543030,2809,1
863880,2809,1
863877,2810,1
833909,2811,1
878212,2811,1
786037,2813,6
625119,2815,1
870343,2817,1
880624,2819,1
815623,2821,1
376548,2821,1
772257,2821,1
842212,2824,2
289087,2824,1
743729,2824,1
842464,2824,5
842211,2824,2
869371,2824,1
380834,2824,1
617991,2825,1
744580,2827,1
812613,2829,1
545640,2830,1
632312,2831,1
804194,2832,1
867817,2832,1
767893,2833,1
593898,2835,1
805100,2836,2
342866,2837,2
871557,2838,1
223763,2838,1
211203,2838,1
794076,2841,1
736916,2843,1
662597,2844,2
211203,2848,1
211203,2850,1
718288,2852,1
9842148,2854,1
342866,2856,6
854363,2858,2
864673,2860,2
148913,2861,1
632903,2863,10
294845,2866,2
9864940,2867,1
211203,2869,1
841561,2871,2
497484,2873,1
814792,2873,1
877708,2873,1
139282,2873,1
805791,2875,1
880624,2877,1
450137,2879,1
211203,2880,1
786475,2882,1
702765,2884,9
702765,2885,9
786037,2886,2
513798,2887,1
866931,2889,1
382223,2892,3
711834,2893,1
696235,2893,2
861439,2897,2
211203,2899,1
211203,2902,1
265241,2903,1
211203,2903,1
805101,2905,1
183857,2905,1
787837,2906,1
786475,2908,2
786036,2909,2
542633,2913,4
542633,2915,2
211203,2916,1
103264,2918,5
786475,2920,1
786037,2922,1
211203,2923,1
543138,2924,1
786475,2927,1
776926,2929,2
813121,2929,2
813122,2929,2
872687,2930,1
605090,2931,3
433088,2932,1
805101,2934,1
103263,2935,2
869244,2938,3
211203,2939,1
860287,2941,1
774601,2943,4
805871,2945,1
787637,2947,1
866939,2949,1
802222,2950,1
843152,2951,1
715884,2953,1
9659129,2955,2
870343,2956,2
138434,2958,1
264884,2959,1
787837,2962,1
382224,2964,1
211203,2967,1
211203,2969,1
211203,2971,1
500137,2973,17
880624,2975,1
786036,2977,1
211203,2977,1
382224,2979,4
265241,2981,1
786036,2983,1
129169,2984,5
805101,2986,1
767893,2987,1
786475,2988,1
103550,2989,2
831039,2995,1
852869,2997,1
638845,2999,1
351748,2999,1
831844,3001,1
638756,3003,6
785180,3006,1
144490,3008,1
384247,3008,6
211203,3009,1
705507,3009,2
705503,3009,2
720368,3010,1
842490,3010,1
764337,3013,1
736916,3016,2
103263,3018,10
211203,3020,1
806450,3023,1
805100,3025,1
765664,3026,1
848805,3026,4
622026,3026,1
786037,3027,2
867907,3031,1
543138,3032,2
786476,3034,2
813164,3036,9
211203,3042,1
431044,3044,2
264886,3046,1
774563,3050,1
748435,3052,2
848103,3054,1
806082,3056,1
859272,3058,1
737619,3058,1
124684,3058,1
146160,3059,1
265241,3061,1
211203,3062,1
522523,3064,1
543144,3065,72
786037,3067,1
211203,3067,1
868226,3068,1
666348,3068,1
627557,3068,1
286349,3069,1
498732,3069,1
870257,3071,1
852869,3073,2
778125,3075,1
866939,3081,1
855676,3081,1
854333,3084,1
430340,3087,1
698059,3087,1
864673,3088,1
211203,3090,1
104725,3091,1
802176,3093,4
615473,3094,1
853101,3098,2
859384,3100,1
308088,3102,1
304193,3107,1
448377,3107,1
239234,3107,2
630469,3107,1
145645,3110,1
703284,3112,1
812613,3112,1
786475,3113,1
860411,3115,2
211203,3116,1
211203,3120,1
622796,3124,2
790490,3127,1
712018,3127,1
454113,3127,1
748434,3127,4
408158,3127,1
786476,3129,1
774506,3133,2
817830,3133,1
661370,3133,1
812050,3133,3
805103,3134,1
715090,3135,1
864433,3137,1
549595,3139,1
790386,3139,1
289087,3139,3
174628,3139,1
711926,3139,1
544689,3139,1
607973,3141,5
751494,3143,2
211203,3143,1
138434,3144,2
774506,3147,2
817830,3147,1
774505,3147,1
661233,3147,2
831844,3149,1
805100,3151,1
843169,3153,2
786641,3154,1
814229,3158,2
878931,3159,1
662542,3160,12
220173,3163,1
593898,3164,1
843163,3166,1
734341,3168,1
815973,3170,2
505169,3170,1
108790,3170,1
211203,3171,1
871773,3175,2
736831,3175,1
188042,3175,2
715089,3175,1
681007,3175,2
718005,3175,1
863626,3177,4
428134,3178,1
698063,3178,1
124707,3178,2
691146,3178,1
630564,3178,1
118754,3178,1
211203,3179,1
211203,3183,1
831843,3185,3
500143,3185,1
527195,3185,1
717076,3185,1
789516,3185,1
762895,3186,1
802176,3188,2
866939,3190,1
211203,3191,1
211203,3193,1
809009,3196,2
760532,3198,1
785179,3200,1
710386,3200,1
629877,3203,1
852297,3206,1
211203,3208,1
536837,3210,1
718563,3213,5
808859,3215,1
765821,3216,1
786037,3218,1
880045,3220,1
736916,3222,1
866997,3223,1
211203,3224,1
786037,3226,1
742881,3227,20
831844,3229,1
778125,3230,3
189676,3232,1
786037,3233,3
723021,3235,2
761797,3235,1
659561,3235,1
505938,3235,1
814565,3236,1
854334,3240,1
848986,3244,1
637355,3244,1
841519,3245,2
211203,3247,1
748435,3249,12
629490,3253,1
786037,3255,1
243389,3256,1
485076,3257,2
859645,3258,3
878830,3259,1
114421,3261,5
866945,3264,1
673500,3266,1
9865273,3267,1
9865283,3267,1
211203,3268,1
230089,3271,1
154523,3271,3
638829,3275,4
603684,3277,1
861156,3279,2
548510,3280,1
866998,3280,1
854333,3281,1
211203,3285,1
496913,3288,1
603898,3289,1
513101,3289,1
805101,3292,1
145645,3294,1
806082,3296,2
211203,3299,1
806082,3303,1
802221,3305,1
211203,3306,1
786037,3308,3
860428,3310,1
868080,3310,1
211203,3311,1
870233,3313,1
814229,3316,1
736916,3318,1
831720,3320,1
403862,3322,1
852869,3324,2
662542,3324,5
752558,3324,1
139410,3325,1
124777,3325,1
124683,3325,1
804982,3325,1
554525,3325,1
663467,3325,1
764261,3325,3
544690,3325,1
802429,3325,1
688588,3325,2
734758,3325,1
637354,3325,1
817658,3325,1
810893,3325,1
880590,3328,1
864434,3330,1
497088,3331,1
805100,3334,1
304174,3336,2
304175,3336,2
430088,3336,1
711834,3338,1
211203,3341,1
211203,3342,1
180622,3346,1
211203,3347,1
211203,3349,1
841838,3351,1
661227,3357,3
878932,3359,1
786036,3363,1
101192,3365,3
211203,3368,1
211203,3370,1
211203,3371,1
866945,3373,1
696408,3376,1
843495,3376,1
710386,3380,1
843157,3380,1
211203,3381,1
673502,3382,1
709189,3384,1
267780,3386,1
211203,3390,1
211203,3391,1
211203,3395,1
734341,3397,1
866931,3399,1
211203,3401,1
692787,3406,1
870343,3411,1
761526,3412,1
660435,3412,1
660436,3412,1
308097,3412,1
415729,3412,1
378434,3412,3
113956,3412,1
694906,3412,2
843147,3414,1
835080,3417,10
873776,3419,1
805100,3421,2
195434,3437,1
191474,3437,1
851998,3439,1
102483,3440,1
249975,3440,1
146323,3440,1
198147,3440,1
673583,3440,1
211203,3440,1
211203,3449,1
828409,3450,2
778848,3450,1
211203,3450,1
156417,3454,12
864676,3458,1
864676,3459,1
641143,3477,1
860411,3477,2
874494,3479,20
818563,3422,1
211203,3424,1
9512469,3426,2
169418,3428,2
463008,3429,2
864403,3429,1
699746,3429,1
881252,3430,1
860411,3432,3
805101,3441,1
843033,3442,3
843033,3443,3
841561,3455,1
835933,3460,1
164735,3464,1
737708,3464,1
813624,3464,1
864675,3470,3
856290,3471,1
835928,3486,1
497302,3487,3
698151,3487,1
799730,3487,1
864191,3487,1
635598,3487,1
852869,3493,2
786037,3495,2
831294,3499,1
699598,3499,1
773056,3499,1
119322,3499,1
709063,3499,1
211203,3499,1
786037,3501,1
806082,3505,1
709903,3509,1
114414,3512,100
808859,3514,1
687544,3523,4
662620,3527,1
658860,3532,1
211203,3535,1
801433,3547,1
746991,3549,2
654988,3549,2
211203,3551,1
736552,3482,1
831846,3484,1
211203,3488,1
734341,3490,1
211203,3498,1
211203,3504,1
790215,3515,2
9865240,3519,1
842696,3525,1
211203,3528,1
847392,3531,1
789662,3531,6
297338,3531,5
122552,3531,4
507785,3536,1
438580,3536,1
797635,3536,1
625335,3536,1
786037,3537,2
746953,3541,1
864664,3550,2
871773,3552,1
638810,3555,1
786036,3558,2
846006,3560,1
736916,3567,1
736916,3572,2
411812,3573,2
603898,3573,2
699610,3573,1
549636,3561,1
538469,3561,1
327480,3561,2
519453,3561,1
710087,3563,1
766764,3565,1
863879,3568,2
543144,3576,1
843491,3577,1
673502,3582,1
843308,3589,2
211203,3590,1
805100,3597,1
705151,3603,2
644368,3603,1
712302,3603,1
596959,3603,2
431185,3603,2
376407,3603,2
453094,3603,1
553883,3603,1
797444,3608,3
825144,3610,1
681292,3614,1
219622,3617,1
382223,3624,1
154523,3581,3
836023,3581,2
849862,3586,1
702765,3588,5
766986,3592,1
108182,3595,4
404237,3595,1
411898,3595,1
668959,3595,2
526316,3599,1
847215,3602,4
299941,3606,2
662129,3615,1
428565,3622,1
875474,3625,1
681029,3629,2
9835838,3634,2
265383,3637,2
822407,3655,1
384247,3662,4
825106,3662,2
808859,3663,2
211203,3667,1
765664,3669,1
506812,3632,1
790215,3633,2
106952,3636,1
216238,3641,3
859435,3644,24
843033,3645,2
861291,3648,1
717804,3649,1
849403,3659,10
883050,3661,1
806082,3665,3
849481,3670,1
846010,3675,1
211203,3675,1
859842,3682,1
859845,3682,4
211203,3683,1
654958,3688,10
211203,3691,1
718891,3694,1
455852,3694,1
308547,3694,1
855497,3697,1
710088,3704,1
843160,3706,1
211203,3706,1
305113,3709,3
410424,3714,1
201841,3714,2
265965,3718,1
239235,3669,1
525792,3673,25
869449,3678,1
811948,3680,1
545584,3680,1
786037,3685,2
148925,3690,1
100102,3693,1
453934,3695,1
443892,3695,1
501187,3695,1
519453,3695,1
696543,3699,1
518257,3702,1
853046,3705,1
532048,3712,1
710087,3715,2
9641660,3726,1
769386,3730,1
384247,3732,1
124685,3744,1
740029,3746,1
799633,3747,1
831843,3748,5
785643,3720,1
265400,3735,1
549996,3737,1
382594,3739,1
737711,3741,1
843163,3749,1
605090,3756,2
831156,3753,1
725937,3757,1
598807,3760,10
720536,3760,10
879974,3760,10
211203,3764,1
737711,3766,1
831844,3769,1
637355,3768,1
638879,3777,1
859042,3777,1
124684,3775,1
343212,3777,1
622287,3777,1
790413,3780,1
825768,3784,1
718291,3779,1
778125,3783,1
812057,3785,1
814563,3786,1
854222,3788,1
708169,3789,1
831847,3789,1
787637,3789,1
272557,3793,1
786475,3794,2
554368,3799,2
859844,3799,1
806082,3797,1
705503,3799,1
215738,3799,1
704529,3800,12
702005,3801,1
211203,3807,1
854653,3811,1
734341,3808,1
863877,3814,1
219651,3814,2
695382,3815,3
211203,3820,1
818540,3823,1
453765,3823,1
661227,3819,1
211203,3823,1
809097,3823,1
869425,3825,1
634504,3827,2
878541,3826,1
9835838,3828,2
384225,3829,1
124544,3830,4
868067,3830,1
218056,3830,2
160444,3830,2
815648,3830,1
786036,3833,1
211203,3835,1
859192,3836,1
542633,3839,2
673653,3842,10
619085,3843,2
619106,3843,2
634504,3841,3
619084,3843,2
619102,3843,2
287499,3847,1
500271,3845,2
769386,3851,1
696127,3854,1
374735,3854,1
637881,3848,7
786037,3852,2
696675,3854,1
428134,3854,1
842696,3858,1
538576,3860,3
329041,3869,1
637881,3869,4
625118,3871,2
790383,3872,2
454113,3872,1
428134,3872,1
715448,3873,1
790985,3872,1
482429,3872,1
220829,3873,2
736749,3876,1
522523,3876,1
723457,3878,1
852665,3879,1
812020,3878,2
631598,3878,2
501682,3880,3
700323,3880,1
393623,3882,2
864434,3883,1
102657,3882,1
124685,3882,4
869425,3884,1
853123,3885,1
318868,3888,2
831846,3892,2
881380,3897,1
615134,3897,2
429298,3899,1
859339,3899,1
410660,3899,1
197314,3899,1
277690,3899,1
428134,3899,1
723446,3899,1
805101,3900,1
864888,3901,1
465491,3902,2
658643,3902,2
465490,3902,2
465492,3902,2
703284,3906,1
211203,3906,1
709084,3910,1
406853,3912,2
859339,3912,4
786037,3914,3
785158,3916,1
211203,3919,1
630582,3919,4
769065,3921,1
812025,3922,1
831846,3926,1
734341,3924,1
736369,3931,2
658774,3928,8
211203,3932,1
883050,3933,1
852869,3934,5
754199,3937,1
239732,3941,1
264949,3941,1
342867,3939,2
220202,3941,1
381388,3941,1
622278,3943,1
742006,3953,1
778125,3951,1
762886,3953,1
831846,3954,1
638877,3957,1
854760,3958,1
211203,3962,1
528589,3962,1
380909,3966,1
284766,3969,1
102464,3971,1
350002,3971,1
211203,3972,1
778159,3971,1
858889,3971,1
832068,3971,1
859447,3972,1
790958,3974,1
835827,3974,1
835933,3974,2
790958,3975,2
866939,3977,1
660725,3977,2
285044,3978,1
740187,3977,1
558696,3977,2
693171,3977,1
285042,3978,2
635017,3979,2
805872,3983,1
842745,3984,1
736916,3986,1
786037,3989,4
339405,3992,2
792192,3995,1
506562,3995,1
723570,3995,1
854551,3995,1
859447,3996,1
831843,3997,1
608510,3997,1
846156,3995,1
547959,3995,2
278785,3995,1
660473,3995,1
594309,3995,1
854858,3995,2
211203,3996,1
799037,3997,1
507886,3995,1
854333,3998,1
662543,4000,4
500226,4001,1
842162,4001,1
500150,4001,1
838723,4001,1
224772,4001,1
195722,4001,1
146184,4001,1
209243,4001,1
635017,4002,1
266722,4006,1
239401,4007,4
859339,4007,2
156417,4007,4
211203,4009,1
786475,4010,1
699574,4015,2
661227,4013,4
801529,4015,1
211203,4020,1
812050,4021,10
712039,4026,1
846007,4027,1
806473,4029,1
594792,4030,1
218056,4029,1
860428,4031,1
490407,4035,1
102461,4038,1
668576,4038,1
719974,4040,1
819286,4041,1
211203,4042,1
418789,4041,1
764261,4041,2
211203,4043,1
719973,4045,1
602550,4048,1
858950,4049,1
535222,4046,8
773009,4048,1
775614,4049,1
594792,4051,2
594791,4051,1
451623,4058,2
766764,4061,1
843169,4060,2
831027,4064,3
864888,4062,1
788228,4067,1
520726,4071,2
690519,4071,1
455519,4074,3
838729,4074,1
201661,4074,1
718296,4075,1
866920,4075,1
603734,4075,1
211203,4077,1
718009,4075,2
102657,4075,1
265591,4075,1
866912,4077,3
776877,4084,4
211203,4086,1
813590,4088,1
786036,4091,1
732601,4095,2
662597,4097,1
124727,4097,1
177361,4097,2
226615,4097,1
662542,4097,1
785265,4097,1
158715,4097,1
740117,4097,1
132591,4097,5
603214,4098,1
122555,4098,2
147309,4098,4
129187,4099,2
778125,4101,1
536837,4104,1
208849,4106,1
9659129,4110,1
9835836,4111,1
193764,4112,2
801036,4112,1
680885,4112,1
193782,4112,3
9216593,4114,1
880570,4116,1
835827,4119,1
856872,4119,1
122316,4122,1
629581,4125,1
674924,4125,1
766764,4128,1
843495,4130,1
864434,4132,1
718563,4133,1
852869,4135,1
211203,4140,1
503694,4141,4
687544,4143,1
809030,4142,2
867859,4144,1
503694,4146,4
709084,4147,1
852869,4148,3
695506,4151,2
343632,4154,1
713484,4154,1
207883,4154,1
762896,4154,1
131804,4154,1
718004,4154,1
835428,4155,1
864823,4156,1
219138,4157,1
880037,4158,1
503693,4159,1
825760,4159,1
503691,4159,1
634504,4160,3
211203,4165,1
543138,4166,1
786475,4169,4
211203,4168,1
177759,4172,1
839527,4173,2
146042,4172,1
769386,4176,1
802178,4177,1
709083,4181,1
855490,4181,1
211203,4181,1
760535,4180,2
698682,4181,2
408158,4181,2
853118,4183,2
784998,4185,2
736916,4184,2
841564,4186,20
854168,4189,2
856839,4191,1
407086,4192,1
790155,4192,1
808859,4190,1
791827,4191,1
781236,4192,1
354539,4192,1
759619,4196,1
219625,4197,1
100579,4198,1
874974,4198,1
322545,4198,1
786475,4200,1
734341,4205,1
852869,4207,2
129180,4207,1
877292,4210,1
778783,4212,1
9349438,4213,1
9349438,4215,1
9874997,4219,1
211203,4221,1
874803,4222,1
843574,4223,1
722807,4224,1
722806,4224,5
732757,4229,1
864479,4229,1
642421,4229,1
842392,4229,1
880032,4229,1
881250,4229,1
211203,4229,1
732758,4229,1
869425,4229,1
820266,4229,1
642423,4229,1
861138,4229,1
880030,4229,1
708207,4229,1
805945,4229,1
662541,4231,2
287499,4234,1
637881,4237,10
813590,4240,1
471768,4242,1
835879,4244,1
842696,4246,1
685029,4247,1
737711,4256,2
881893,4256,1
556427,4256,1
429217,4256,2
9865283,4256,2
343632,4257,1
119332,4258,5
864888,4259,1
122957,4260,1
861010,4260,1
690870,4263,1
114421,4261,3
114421,4263,3
786476,4265,1
107515,4267,10
764107,4267,1
657267,4269,1
868448,4269,1
843033,4271,3
843034,4271,2
287499,4274,1
648830,4277,1
660693,4277,1
795655,4284,1
211203,4286,1
211203,4289,1
593679,4291,1
285044,4291,1
796068,4292,2
211203,4293,1
211203,4295,1
673501,4297,1
831847,4303,1
816703,4306,1
820266,4311,1
877739,4317,2
736832,4318,1
842162,4319,2
852869,4322,1
687544,4326,1
805103,4328,1
801588,4329,1
497087,4331,3
870343,4335,1
674857,4338,6
428134,4338,1
376410,4338,5
376404,4338,5
713406,4338,1
644368,4338,1
382804,4339,1
382800,4339,1
264882,4340,1
696633,4346,1
211203,4343,1
786475,4347,1
552855,4350,2
861163,4352,1
496913,4353,1
878687,4356,1
809041,4356,1
868364,4356,1
818029,4356,1
482633,4358,1
504739,4358,6
860480,4359,2
718316,4362,1
732601,4366,1
710088,4371,1
307660,4373,1
543138,4377,2
856290,4378,1
717894,4379,3
846639,4380,1
124760,4386,1
156417,4386,1
859281,4389,1
433120,4392,4
863630,4393,2
829825,4398,1
762896,4405,1
668018,4406,4
859281,4407,2
815645,4406,1
772229,4408,2
715210,4408,1
718300,4409,6
605184,4408,1
818690,4408,1
211203,4409,1
211203,4410,1
843152,4412,1
787691,4418,1
631663,4421,1
835080,4418,3
870294,4418,1
695079,4421,1
638848,4422,1
211203,4423,1
294845,4422,2
501884,4422,2
820489,4424,1
883386,4427,1
308797,4426,1
500164,4431,4
281786,4430,1
211203,4435,1
447925,4435,1
880568,4435,1
842696,4437,1
211203,4441,1
866946,4441,1
786036,4444,1
554436,4445,1
736916,4446,2
827207,4449,1
762896,4450,1
335713,4454,4
752741,4454,1
825760,4456,1
827207,4459,1
9512469,4460,2
211203,4461,1
812027,4462,1
764698,4463,1
560295,4463,1
883386,4465,1
736831,4467,1
721253,4471,1
869294,4471,1
871818,4471,1
874605,4471,1
211203,4474,1
702006,4476,1
852869,4478,2
745150,4480,1
,336121,1
,103469,1
,110235,1
,252936,1
,125539,1
,132240,1
,138825,1
,147953,1
,825010,1
,828023,1
,832253,1
,837326,1
,841614,1
,845471,1
,848796,1
,852325,1
,257495,1
,821037,1
,355203,1
,368635,1
,372113,1
,357769,1
,380502,1
,384159,1
,359541,1
,390745,1
,395089,1
,360005,1
,362191,1
,430657,1
,251994,1
,104454,1
,113410,1
,119838,1
,126689,1
,135985,1
,140968,1
,149480,1
,826035,1
,829853,1
,833390,1
,838252,1
,843670,1
,256247,1
,849140,1
,853927,1
,855174,1
,822093,1
,366229,1
,369602,1
,375173,1
,378406,1
,381102,1
,385970,1
,2242922,1
,391166,1
,396892,1
,401961,1
,363352,1
,431172,1
123456,22,1
200167,107,1
717941,176,1
525839,232,1
20066308377,78,4
855580,161,20
membership_product,304,1
11192418252,31,1
987654,23,1
membership_product,107,1
717941,177,2
646161,234,2
membership_product,272,1
200167,112,1
20066308377,79,5
784918,170,2
membership_product,213,1
852698,221,1
11192550235,41,4
717941,180,1
765271,221,1
membership_product,375,1
200167,109,1
20066308384,81,1
784918,171,2
515000,214,1
200167,120,2
20066308384,88,2
membership_product,217,1
801524,258,1
20066308384,50,1
membership_product,119,1
481942,192,3
294737,308,10
20066308384,64,1
20066308377,130,1
207324,192,4
membership_product,237,1
853119,233,1
200167,124,2
8925137917,6,5
20066308377,91,1
378069,5610,1
774644,5630,1
843160,5659,6
822229,5679,2
748435,5698,4
829677,5717,1
802176,5735,4
861163,5763,1
846006,5789,1
618569,5813,4
638753,5831,1
806081,5859,20
513810,5881,2
211203,5901,1
705151,5921,1
774600,5946,2
823275,5959,1
211203,5967,1
211203,5983,1
847227,6008,2
737151,6027,4
780913,6046,1
207888,6062,2
614613,6080,1
723099,6089,1
9878168,6100,1
211203,6123,1
178351,6805,1
290080,6824,1
211203,6854,1
632747,6878,1
9659129,6904,1
794205,6917,1
774505,6930,2
211203,6963,1
696463,6992,1
599050,7002,1
124727,7024,1
211203,7032,1
868416,7045,3
855600,7059,1
638813,7071,3
814565,7094,1
488769,7109,1
702199,7122,2
839270,7132,1
618571,7151,1
323713,7164,3
117427,7189,2
688465,7210,1
881086,7226,1
515040,7238,2
712302,7255,1
802176,7277,6
881249,7297,1
846778,7310,1
223119,7321,1
662653,7343,1
847234,7356,2
848114,7377,1
822931,6145,1
124778,6150,1
843495,6182,1
808906,6214,1
661227,6237,2
768075,6250,1
725394,6279,1
654956,6290,1
455724,6310,2
543030,6335,2
709086,6351,1
734581,6360,1
849061,6386,1
794170,6405,1
755380,6412,2
843495,6435,1
867859,6451,1
357817,6455,1
378658,6460,1
475260,6462,1
810962,6487,1
702006,6507,1
211203,6538,1
465493,6568,1
675698,6571,1
849061,6584,1
211203,6608,1
635139,6631,1
211203,6654,1
211203,6689,1
443975,6699,1
820043,6719,1
286235,6735,1
9636957,6761,1
628745,6784,1
825165,6805,1
355631,6824,2
211203,6855,1
868452,6878,1
9659129,6905,1
794208,6917,1
813164,6930,1
211203,6964,1
139236,6992,1
197288,7002,1
124732,7024,1
627867,7033,2
715212,7046,1
873577,7060,15
113527,7072,1
711834,7095,1
673706,7109,1
402308,7123,10
814484,7133,1
642123,7152,4
234120,7164,1
211203,7190,1
220173,7211,1
662597,7226,1
521236,7238,1
868159,7255,1
696633,7277,1
812937,7298,1
113516,7310,2
673583,7322,1
441872,7343,4
814469,7401,2
847227,7427,4
643464,7457,2
548510,7470,2
638755,4492,1
846007,4515,1
815899,4542,1
617991,4559,1
866917,4575,2
864780,4597,2
211203,4627,1
124710,4642,2
228158,4649,6
211203,4670,1
833501,4683,2
748434,4700,4
673613,4731,1
687560,4761,1
714220,4780,1
115265,4797,2
835464,4814,1
816574,4839,2
536198,4867,1
145645,4890,1
841519,4909,1
211203,4937,1
802175,4959,1
211203,4980,1
281778,5005,4
211203,5030,1
843212,5051,1
211203,5079,1
809031,5097,1
797869,5117,1
870343,5143,1
356783,5162,1
869164,5187,1
189044,5210,2
761415,5221,1
860863,5260,1
211203,5282,1
479645,5300,2
665431,5309,1
9827350,5334,1
762896,5358,1
605448,5387,1
799160,5407,1
806081,5437,4
859845,5461,2
310841,5483,1
854922,5494,1
266693,5522,1
663382,5542,1
665426,5558,1
831000,5559,2
211203,5580,1
617544,5610,1
635139,5630,2
883050,5660,2
211203,5680,1
789055,5699,1
824653,5718,1
805103,5736,1
859203,5764,1
550161,5789,1
526596,5814,1
864432,5832,3
806081,5860,20
745154,5881,2
797444,5902,10
482076,5921,1
660992,5946,1
823277,5959,1
402309,5968,2
801635,5984,1
847227,6009,2
737151,6028,4
527195,6046,1
703284,6063,1
867823,6080,1
838231,6089,1
9878168,6100,1
547885,6124,1
210929,6145,1
